﻿Timestamp,Host,PURL,Target,"SuDoc Number",Title,Author,Year,"Pattern note"
"2019-05-01 15:13:57",240.umw.dynamic.apogeeetelecom.com,/GPO/gpo87842,https://www.govinfo.gov/content/pkg/CHRG-115hhrg27613/pdf/CHRG-115hhrg27613.pdf,"Y 4.H 75:115-20","Combating gang violence on Long Island : shutting down the MS-13 pipeline : field hearing before the Subcommittee on Counterterrorism and Intelligence of the Committee on Homeland Security, House of Representatives, One Hundred Fifteenth Congress, first session, June 20, 2017.","United States.Congress.House.Committee on Homeland Security.Subcommittee on Counterterrorism and",2017,"UMW Network"
"2019-05-01 17:43:52",umw-primo.hosted.exlibrisgroup.com,/GPO/LPS122359,http://eot.us.archive.org/eot/20170223090940/http://www.ncjrs.gov/pdffiles1/nij/225722.pdf,"J 28.15/2:V 81/2","Practical implications of current domestic violence research [electronic resource] : for law enforcement, prosecutors and judges /","Klein, Andrew R.",2009,"Library Catalog"
"2019-05-01 19:47:36",240.umw.dynamic.apogeeetelecom.com,/GPO/gpo68533,https://www.govinfo.gov/app/search/%7B%22query%22%3A%22ilsid%3A000983097%22%2C%22offset%22%3A0%7D,"Y 4.SM 1/2:S.HRG.114-256","How innovative education systems better prepare students to enter the workforce : field hearing before the Committee on Small Business and Entrepreneurship, United States Senate, One Hundred Fourteenth Congress, first session.","United States.Congress.Senate.Committee on Small Business and Entrepreneurship,",2016,"UMW Network"
"2019-05-02 06:14:59",240.umw.dynamic.apogeeetelecom.com,/GPO/LPS114431,http://eot.us.archive.org/eot/20170215050359/https://pubs.usgs.gov/fs/2009/3046/pdf/fs20093046.pdf,"I 19.127:2009-3046","Fifty-year record of glacier change reveals shifting climate in the Pacific Northwest and Alaska, USA [electronic resource].",,2009,"UMW Network"
"2019-05-02 08:26:09",umw-primo.hosted.exlibrisgroup.com,/GPO/gpo116306,https://www.govinfo.gov/content/pkg/CDOC-116hdoc9/pdf/CDOC-116hdoc9.pdf,,,,,"Library Catalog"
"2019-05-02 15:07:16",192.65.245.89,/GPO/LPS49602,https://web.archive.org/web/19990117030133/http://geology.usgs.gov/yrbooks.html,"I 19.1:","United States Geological Survey yearbook.","Geological Survey (U.S.)",1982,"UMW Network"
"2019-05-02 15:07:16",192.65.245.89,/GPO/LPS49602,https://web.archive.org/web/19990117030133/http://geology.usgs.gov/yrbooks.html,"I 19.1:","United States Geological Survey yearbook.","Geological Survey (U.S.)",1982,"UMW Network"
"2019-05-02 15:10:29",umw.alma.exlibrisgroup.com,/GPO/gpo113395,https://www.usgs.gov/about/organization/science-support/budget/budget-fiscal-year,,,,,"Library Catalog"
"2019-05-02 15:10:43",umw.alma.exlibrisgroup.com,/GPO/gpo113395,https://www.usgs.gov/about/organization/science-support/budget/budget-fiscal-year,,,,,"Library Catalog"
"2019-05-02 15:11:27",192.65.245.89,/GPO/LPS11372,http://permanent.access.gpo.gov/lps11372/,"I 19.1:","Annual financial report [electronic resource].","Geological Survey (U.S.)",199u,"UMW Network"
"2019-05-02 15:11:27",192.65.245.89,/GPO/LPS11372,http://permanent.access.gpo.gov/lps11372/,"I 19.1:","Annual financial report [electronic resource].","Geological Survey (U.S.)",199u,"UMW Network"
"2019-05-02 15:13:54",192.65.245.89,/GPO/LPS72669,http://www.usgs.gov/budget/perf_management.asp,"I 19.1:","Performance and accountability report [electronic resource].","Geological Survey (U.S.)",2004,"UMW Network"
"2019-05-02 15:13:54",192.65.245.89,/GPO/LPS72669,http://www.usgs.gov/budget/perf_management.asp,"I 19.1:","Performance and accountability report [electronic resource].","Geological Survey (U.S.)",2004,"UMW Network"
"2019-05-02 15:17:14",192.65.245.89,/GPO/LPS49602,https://web.archive.org/web/19990117030133/http://geology.usgs.gov/yrbooks.html,"I 19.1:","United States Geological Survey yearbook.","Geological Survey (U.S.)",1982,"UMW Network"
"2019-05-02 15:17:14",192.65.245.89,/GPO/LPS49602,https://web.archive.org/web/19990117030133/http://geology.usgs.gov/yrbooks.html,"I 19.1:","United States Geological Survey yearbook.","Geological Survey (U.S.)",1982,"UMW Network"
"2019-05-02 15:18:08",192.65.245.89,/GPO/LPS49602,https://web.archive.org/web/19990117030133/http://geology.usgs.gov/yrbooks.html,"I 19.1:","United States Geological Survey yearbook.","Geological Survey (U.S.)",1982,"UMW Network"
"2019-05-02 15:18:08",192.65.245.89,/GPO/LPS49602,https://web.archive.org/web/19990117030133/http://geology.usgs.gov/yrbooks.html,"I 19.1:","United States Geological Survey yearbook.","Geological Survey (U.S.)",1982,"UMW Network"
"2019-05-02 15:21:29",192.65.245.89,/GPO/LPS41424,https://web.archive.org/web/20070822012118/http://www.mms.gov:80/adm/budget.html,"I 72.1/2:","Annual financial report /","United States.Minerals Management Service.",200u,"UMW Network"
"2019-05-02 15:21:29",192.65.245.89,/GPO/LPS41424,https://web.archive.org/web/20070822012118/http://www.mms.gov:80/adm/budget.html,"I 72.1/2:","Annual financial report /","United States.Minerals Management Service.",200u,"UMW Network"
"2019-05-02 15:22:59",192.65.245.89,/GPO/LPS41424,https://web.archive.org/web/20070822012118/http://www.mms.gov:80/adm/budget.html,"I 72.1/2:","Annual financial report /","United States.Minerals Management Service.",200u,"UMW Network"
"2019-05-02 15:22:59",192.65.245.89,/GPO/LPS41424,https://web.archive.org/web/20070822012118/http://www.mms.gov:80/adm/budget.html,"I 72.1/2:","Annual financial report /","United States.Minerals Management Service.",200u,"UMW Network"
"2019-05-02 18:17:58",226.umw.dynamic.apogeeetelecom.com,/GPO/gpo56705,https://permanent.access.gpo.gov/gpo56705/index.htm,"I 19.4/2:1353","Water quality in the Northern Atlantic coastal plain surficial aquifer system, Delaware, Maryland, New Jersey, New York, North Carolina, and Virginia, 1988-2009 /","Denver, J. M.,",2014,"UMW Network"
"2019-05-03 16:53:26",umw-primo.hosted.exlibrisgroup.com,/GPO/gpo107553,https://permanent.access.gpo.gov/gpo107553/1036_710.pdf,,,,,"Library Catalog"
"2019-05-03 16:53:26",umw-primo.hosted.exlibrisgroup.com,/GPO/gpo107553,https://permanent.access.gpo.gov/gpo107553/1036_710.pdf,,,,,"Library Catalog"
"2019-05-03 19:17:28",umw-primo.hosted.exlibrisgroup.com,/GPO/gpo1248,http://permanent.access.gpo.gov/gpo1248/11-17-Infrastructure.pdf,"Y 10.2:T 68/2010","Public spending on transportation and water infrastructure [electronic resource].","Musick, Nathan.",2010,"Library Catalog"
"2019-05-06 14:02:04",192.65.245.89,/GPO/LPS11679,https://www.govinfo.gov/collection/congressional-pictorial-directory?path=/GPO/Congressional%20Pictorial%20Directory,"Y 4.P 93/1:1 P/","Congressional pictorial directory [electronic resource] /","United States.Congress.",1967,"UMW Network"
"2019-05-06 14:02:04",192.65.245.89,/GPO/LPS11679,https://www.govinfo.gov/collection/congressional-pictorial-directory?path=/GPO/Congressional%20Pictorial%20Directory,"Y 4.P 93/1:1 P/","Congressional pictorial directory [electronic resource] /","United States.Congress.",1967,"UMW Network"
