﻿Timestamp,Host,PURL,Target,"SuDoc Number",Title,Author,Year,"Pattern note"
"2019-04-01 13:17:56",192.65.245.79,/GPO/gpo46602,http://permanent.access.gpo.gov/gpo46602/121221foodmarketingreport.pdf,"FT 1.37/2:297","A review of food marketing to children and adolescents : follow-up report /",,2012,"UMW Network"
"2019-04-01 13:17:56",192.65.245.79,/GPO/gpo46602,http://permanent.access.gpo.gov/gpo46602/121221foodmarketingreport.pdf,"FT 1.37/2:297","A review of food marketing to children and adolescents : follow-up report /",,2012,"UMW Network"
"2019-04-02 00:13:53",240.umw.dynamic.apogeeetelecom.com,/GPO/gpo86070,https://www.gpo.gov/fdsys/pkg/CHRG-114shrg24131/pdf/CHRG-114shrg24131.pdf,"Y 4.G 74/9:S.HRG.114-698","Renewing communities and providing opportunities through innovative solutions to poverty : hearing before the Committee on Homeland Security and Governmental Affairs, United States Senate, One Hundred Fourteenth Congress, second session, June 22, 2016.","United States.Congress.Senate.Committee on Homeland Security and Governmental Affairs,",2017,"UMW Network"
"2019-04-02 02:01:26",225.umw.dynamic.apogeeetelecom.com,/GPO/gpo55094,https://permanent.access.gpo.gov/gpo55094/index.htm,"HE 20.6234/2:","Mortality in the United States.",,2012,"UMW Network"
"2019-04-02 02:02:49",225.umw.dynamic.apogeeetelecom.com,/GPO/gpo55090,http://www.cdc.gov/nchs/products/databriefs.htm,"HE 20.6234/2:","Mortality in the United States.",,2012,"UMW Network"
"2019-04-02 18:39:31",192.65.245.89,/GPO/LPS5354,http://www.gpo.gov/fdsys/pkg/CDOC-106sdoc18/html/CDOC-106sdoc18.htm,,,,,"UMW Network"
"2019-04-02 18:39:31",192.65.245.89,/GPO/LPS5354,http://www.gpo.gov/fdsys/pkg/CDOC-106sdoc18/html/CDOC-106sdoc18.htm,,,,,"UMW Network"
"2019-04-02 18:39:40",192.65.245.89,/GPO/LPS5353,http://www.gpo.gov/fdsys/pkg/CDOC-106sdoc18/pdf/CDOC-106sdoc18.pdf,,,,,"UMW Network"
"2019-04-02 18:39:40",192.65.245.89,/GPO/LPS5353,http://www.gpo.gov/fdsys/pkg/CDOC-106sdoc18/pdf/CDOC-106sdoc18.pdf,,,,,"UMW Network"
"2019-04-02 18:39:53",192.65.245.89,/GPO/LPS6983,http://www.gpo.gov/fdsys/search/searchresults.action?st=collection:cdoc,,,,,"UMW Network"
"2019-04-02 18:39:53",192.65.245.89,/GPO/LPS6983,http://www.gpo.gov/fdsys/search/searchresults.action?st=collection:cdoc,,,,,"UMW Network"
"2019-04-02 18:52:04",192.65.245.89,/GPO/gpo22162,http://www.gpo.gov/fdsys/search/search.action?na=&se=&sm=&flr=&ercode=&dateBrowse=&govAuthBrowse=&collection=&historical=false&st=collection%3Acdoc%20%22Semiannual%20report%20of%20the%20Architect%20of%20the%20Capitol%20for%20the%20period%20%22&psh=50&sbh=&tfh=&originalSearch=collection%3Acdoc%20%22Semiannual%20report%20of%20the%20Architect%20of%20the%20Capitol%20for%20the%20period%20%22&sb=dno&ps=50&sb=dno&ps=50,"Y 1.1/3:","Semiannual report of the Architect of the Capitol for the period ... pursuant to section 105(b), Public Law 454, Eighty-eighth Congress [electronic resource].","United States.Architect of the Capitol.",1965,"UMW Network"
"2019-04-02 18:52:04",192.65.245.89,/GPO/gpo22162,http://www.gpo.gov/fdsys/search/search.action?na=&se=&sm=&flr=&ercode=&dateBrowse=&govAuthBrowse=&collection=&historical=false&st=collection%3Acdoc%20%22Semiannual%20report%20of%20the%20Architect%20of%20the%20Capitol%20for%20the%20period%20%22&psh=50&sbh=&tfh=&originalSearch=collection%3Acdoc%20%22Semiannual%20report%20of%20the%20Architect%20of%20the%20Capitol%20for%20the%20period%20%22&sb=dno&ps=50&sb=dno&ps=50,"Y 1.1/3:","Semiannual report of the Architect of the Capitol for the period ... pursuant to section 105(b), Public Law 454, Eighty-eighth Congress [electronic resource].","United States.Architect of the Capitol.",1965,"UMW Network"
"2019-04-02 19:31:43",192.65.245.79,/GPO/gpo49262,http://www.cdc.gov/nchhstp/archive.htm,"HE 20.7301:","Annual report.","National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention (U.S.),",2007,"UMW Network"
"2019-04-02 19:31:43",192.65.245.79,/GPO/gpo49262,http://www.cdc.gov/nchhstp/archive.htm,"HE 20.7301:","Annual report.","National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention (U.S.),",2007,"UMW Network"
"2019-04-03 18:07:39",192.65.245.89,/GPO/LPS24994,http://www.gpo.gov/fdsys/,,"GPO access [electronic resource] : official federal government information at your fingertips.",,1994,"UMW Network"
"2019-04-03 18:07:39",192.65.245.89,/GPO/LPS24994,http://www.gpo.gov/fdsys/,,"GPO access [electronic resource] : official federal government information at your fingertips.",,1994,"UMW Network"
"2019-04-03 18:09:24",192.65.245.89,/GPO/LPS24994,http://www.gpo.gov/fdsys/,,"GPO access [electronic resource] : official federal government information at your fingertips.",,1994,"UMW Network"
